id;Anzahl;Art;Überberdacht;ÖPNV;Ort;Jahr;Adresse;Projekt;lat;lon
569;2;A;N;N;Geh;2019;Weisestraße 47;Anlehnbügel 2018 (SenUVK);52.47641;13.424441
570;2;A;N;N;Geh;2019;Werrastraße 40 B;Anlehnbügel 2018 (SenUVK);52.480503;13.450137
571;3;A;N;N;Geh;2019;Wesenberger Ring 13;Anlehnbügel 2018 (SenUVK);52.440792;13.441961
572;3;A;N;N;F;2019;Weserstraße 106;Anlehnbügel 2018 (SenUVK);52.477066;13.452849
573;4;A;N;N;F;2019;Wesertstraße 38;Anlehnbügel 2018 (SenUVK);52.485165;13.436516
574;1;A;N;N;Geh;2019;Wissmannstraße 12;Anlehnbügel 2018 (SenUVK);52.484173;13.423338
575;4;A;N;N;Geh;2019;Wissmannstraße 32;Anlehnbügel 2018 (SenUVK);52.483833;13.422687
576;2;A;N;N;Geh;2019;Wissmannstraße 4;Anlehnbügel 2018 (SenUVK);52.48552;13.423372
577;2;A;N;N;Geh;2019;Wissmannstraße 45;Anlehnbügel 2018 (SenUVK);52.485924;13.422996
578;4;A;N;N;Geh;2019;Wittmannsdorfer Straße 1-6;Anlehnbügel 2018 (SenUVK);52.471874;13.439374
579;2;A;N;N;Geh;2019;Zwiestädter Straße 10;Anlehnbügel 2018 (SenUVK);52.47328;13.447894
580;5;A;N;N;Geh;2019;Zwillingstraße 21;Anlehnbügel 2018 (SenUVK);52.467354;13.464315
581;40;A;N;N;Geh;2019;Donaustraße 88;Sondermodelle;52.47995;13.43991
582;6;A;N;N;Geh;2019;Fontanestraße 8;Sondermodelle;52.480915;13.420555
583;11;A;N;N;F;2019;Karl-Marx-Straße 13;PBL Karl-Marx-Straße;52.485615;13.426426
584;2;A;N;N;F;2019;Karl-Marx-Straße 25;PBL Karl-Marx-Straße;52.484776;13.428273
585;;A;N;N;F;2019;Friedelstraße 22, 23 und 42;Anlehnbügel 2018 (SenUVK);52.491203;13.427948
586;;A;N;N;F;2019;Friedelstraße 22, 23 und 42;Anlehnbügel 2018 (SenUVK);52.491238;13.427513
587;3;A;N;N;G;2020;Sonnenallee 291 - vor S Köllnische Heide;Anlehnbügel 2020 (ausgeführt);52.4691259;13.4671229
588;4;A;N;N;G;2020;Krebsgang - ggü. Eingang S Köllnische Heide;Anlehnbügel 2020 (ausgeführt);52.4697742;13.4668350
589;6;A;N;N;G;2020;Sonnenallee 262;Anlehnbügel 2020 (ausgeführt);52.470333;13.463477
590;4;A;N;N;G;2020;Aronsstraße 36;Anlehnbügel 2020 (ausgeführt);52.477192;13.464491
591;4;A;N;N;G;2020;Aronsstraße 46-48;Anlehnbügel 2020 (ausgeführt);52.476677;13.4643755
592;4;A;N;N;G;2020;Aronsstraße 58-60;Anlehnbügel 2020 (ausgeführt);52.475903;13.464252
593;1;A;N;N;G;2020;Aronsstraße 70-72;Anlehnbügel 2020 (ausgeführt);52.47513;13.464111
594;2;A;N;N;G;2020;Aronsstraße 94-96;Anlehnbügel 2020 (ausgeführt);52.47358;13.464015
595;6;A;N;N;G;2020;Aronsstraße 108-116;Anlehnbügel 2020 (ausgeführt);52.472553;13.4639225
596;2;A;N;N;G;2020;Wipperstr. 18;Anlehnbügel 2020 (ausgeführt);52.471596;13.442731
597;7;A;N;N;G;2020;Thiemannstr. 20-23a;Anlehnbügel 2020 (ausgeführt);52.47563;13.449154
598;6;A;N;N;G;2020;Thiemannstr. 15-19;Anlehnbügel 2020 (ausgeführt);52.476517;13.449761
599;3;A;N;N;G;2020;Böhmische Str. 16;Anlehnbügel 2020 (ausgeführt);52.474586;13.449574
600;4;A;N;N;G;2020;Brusendorfer Str. 5;Anlehnbügel 2020 (ausgeführt);52.473946;13.453013
601;13;A;N;N;G;2020;Andreasberger Str. 1-11;Anlehnbügel 2020 (ausgeführt);52.4599345;13.4266091
602;1;A;N;N;G;2020;Buschrosensteig 6;Anlehnbügel 2020 (ausgeführt);52.4550888;13.4383812
603;1;A;N;N;G;2020;Hermannstr. 232;Anlehnbügel 2020 (ausgeführt);52.481667;13.425158
604;2;A;N;N;G;2020;Biebricher Str. 14;Anlehnbügel 2020 (ausgeführt);52.482086;13.425684
605;6;A;N;N;G;2020;Isarstr. 5-8;Anlehnbügel 2020 (ausgeführt);52.480415;13.431836
606;2;A;N;N;G;2020;Isarstr. 9-10;Anlehnbügel 2020 (ausgeführt);52.480244;13.432273
607;4;A;N;N;G;2020;Hermannstr. 164;Anlehnbügel 2020 (ausgeführt);52.46932;13.430525
608;5;A;N;N;G;2020;Hermannstr. 179;Anlehnbügel 2020 (ausgeführt);52.47218;13.429154
609;3;A;N;N;G;2020;Kranoldstr. 11;Anlehnbügel 2020 (ausgeführt);52.465954;13.432988
610;2;A;N;N;G;2020;Jonasstr. 56;Anlehnbügel 2020 (ausgeführt);52.471546;13.435906
611;3;A;N;N;G;2020;Selkestr. ggü 20A;Anlehnbügel 2020 (ausgeführt);52.472023;13.436328
612;11;A;N;N;G;2020;Jonasstr. / Altenbraker Str. ;Anlehnbügel 2020 (ausgeführt);52.471153;13.432425
613;5;A;N;N;G;2020;Emser Str. 18;Anlehnbügel 2020 (ausgeführt);52.46936;13.436767
614;2;A;N;N;G;2020;Weichselstr. 62;Anlehnbügel 2020 (ausgeführt);52.484547;13.433145
615;1;A;N;N;G;2020;Weichselstr. 6;Anlehnbügel 2020 (ausgeführt);52.484093;13.43295
616;4;A;N;N;G;2020;Pflügerstr. Ecke Pannierstr. (Nord-Ost-Ecke);Anlehnbügel 2020 (ausgeführt);52.489925;13.433395
617;1;A;N;N;G;2020;Weichselstr. 21/22;Anlehnbügel 2020 (ausgeführt);52.486534;13.436133
618;3;A;N;N;G;2020;Reuterstr. 36-37;Anlehnbügel 2020 (ausgeführt);52.490448;13.429243
619;3;A;N;N;G;2020;Mittelweg 4;Anlehnbügel 2020 (ausgeführt);52.47402;13.439515
620;2;A;N;N;G;2020;Mittelweg ggü. 4;Anlehnbügel 2020 (ausgeführt);52.4738306;13.4392499
621;1;A;N;N;G;2020;Hermannstr. 69;Anlehnbügel 2020 (ausgeführt);52.474636;13.427227
622;3;A;N;N;G;2020;Hermannstr. 198;Anlehnbügel 2020 (ausgeführt);52.47493;13.427614
623;2;A;N;N;G;2020;Hermannstr. 196;Anlehnbügel 2020 (ausgeführt);52.47477;13.427672
624;1;A;N;N;G;2020;Leykestr. 1;Anlehnbügel 2020 (ausgeführt);52.474705;13.42779
625;4;A;N;N;G;2020;Leinestr. 17/17A;Anlehnbügel 2020 (ausgeführt);52.474968;13.4281225
626;12;A;N;N;G;2020;Schillerpromenade 20-22;Anlehnbügel 2020 (ausgeführt);52.47346;13.422973
627;3;A;N;N;G;2020;Okerstr. 34;Anlehnbügel 2020 (ausgeführt);52.473637;13.422649
628;2;A;N;N;G;2020;Kienitzerstr. 97;Anlehnbügel 2020 (ausgeführt);52.475857;13.425818
629;4;A;N;N;G;2020;Leinestr. / Schillerpromenade (Südseite);Anlehnbügel 2020 (ausgeführt);52.4728176;13.4231482
630;4;A;N;N;G;2020;Sonnenallee 127-129;Anlehnbügel 2020 (ausgeführt);52.480236;13.443493
631;2;A;N;N;G;2020;Sonnenallee 174;Anlehnbügel 2020 (ausgeführt);52.476986;13.44916
632;4;A;N;N;G;2020;Innstr. 38-40;Anlehnbügel 2020 (ausgeführt);52.481766;13.444697
633;4;A;N;N;G;2020;Okerstr. 11-12;Anlehnbügel 2020 (ausgeführt);52.47404;13.424246
634;2;A;N;N;G;2020;Schönstedtstr. 15;Anlehnbügel 2020 (ausgeführt);52.482357;13.436115
635;3;A;N;N;G;2020;Finowstr. 12;Anlehnbügel 2020 (ausgeführt);52.48272;13.443864
636;2;A;N;N;G;2020;Wildenbruchplatz 5;Anlehnbügel 2020 (ausgeführt);52.483536;13.444459
637;2;A;N;N;G;2020;Wildenbruchplatz 6;Anlehnbügel 2020 (ausgeführt);52.48334;13.444815
638;1;A;N;N;G;2020;Finowstr. 17;Anlehnbügel 2020 (ausgeführt);52.483406;13.444393
639;2;A;N;N;G;2020;Finowstr. 15;Anlehnbügel 2020 (ausgeführt);52.482826;13.443788
